strategy,n,total_r_net,avg_r_net,win_rate,pf_net,max_losing_streak,r_no_top5_net,r_no_top10_net,trades_per_week,trades_per_month
BTC_INTRA_1H_brk_dec_b60_r12|DXY_strong_bear|HTF1D+HTF4H|tgt3.0R,29,4.92,0.1697,0.31,1.45,5,-9.35,-10.94,0.42,1.78
BTC_SWING_4H_failed_breakdown|BTCD_bull|HTF1D|tgt3.0R,44,4.89,0.1112,0.25,1.27,12,-9.86,-18.05,0.18,0.76
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_altseason|HTF_none|tgt2.0R,7,4.85,0.6933,0.714,11.69,1,-0.45,0.0,0.03,0.13
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_altseason|HTF1D|tgt2.0R,7,4.85,0.6933,0.714,11.69,1,-0.45,0.0,0.03,0.13
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.0R,7,4.85,0.6933,0.714,11.69,1,-0.45,0.0,0.03,0.13
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.0R,26,4.84,0.186,0.462,1.45,3,-4.91,-10.22,0.11,0.47
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.0R,31,4.84,0.156,0.419,1.45,9,-4.91,-10.14,0.13,0.56
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.0R,26,4.84,0.186,0.462,1.45,3,-4.91,-10.22,0.11,0.47
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.0R,31,4.84,0.156,0.419,1.45,9,-4.91,-10.14,0.13,0.56
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,31,4.84,0.156,0.419,1.45,9,-4.91,-10.14,0.13,0.56
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_bull|HTF1D+12H|tgt3.0R,42,4.82,0.1149,0.333,1.29,10,-9.07,-15.38,0.18,0.76
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_bull|HTF_none|tgt3.0R,42,4.82,0.1149,0.333,1.29,10,-9.07,-15.38,0.18,0.76
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_bull|HTF1D|tgt2.5R,28,4.82,0.1722,0.25,1.51,6,-7.43,-9.27,0.11,0.49
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_bull|HTF1D|tgt3.0R,42,4.82,0.1149,0.333,1.29,10,-9.07,-15.38,0.18,0.76
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_bull|HTF_none|tgt2.5R,28,4.82,0.1722,0.25,1.51,6,-7.43,-9.27,0.11,0.49
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,21,4.82,0.2295,0.524,1.6,5,-4.93,-7.85,0.09,0.38
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D+HTF4H|tgt4.0R,30,4.78,0.1595,0.333,1.38,5,-8.57,-12.51,0.44,1.9
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D|tgt3.0R,31,4.72,0.1522,0.323,1.35,6,-9.62,-13.56,0.46,1.97
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear|HTF1D+HTF4H|tgt4.0R,44,4.7,0.1069,0.341,1.27,6,-8.91,-16.13,0.63,2.69
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D+12H|tgt2.0R,39,4.7,0.1205,0.385,1.3,5,-5.05,-12.85,0.14,0.61
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_strong_bull|HTF1D|tgt3.0R,35,4.68,0.1336,0.371,1.36,9,-8.2,-12.34,0.14,0.6
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,35,4.68,0.1336,0.371,1.36,9,-8.2,-12.34,0.14,0.6
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_strong_bull|HTF_none|tgt3.0R,35,4.68,0.1336,0.371,1.36,9,-8.2,-12.34,0.14,0.6
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_strong_bull|HTF_none|tgt3.0R,21,4.67,0.2224,0.238,1.76,6,-6.14,-5.92,0.09,0.37
BTC_SWING_4H_brk10_b60|no_macro|HTF1D+12H|tgt2.5R,97,4.67,0.0482,0.34,1.11,6,-7.58,-19.83,0.36,1.52
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_strong_bull|HTF1D|tgt3.0R,21,4.67,0.2224,0.238,1.76,6,-6.14,-5.92,0.09,0.37
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear|HTF1D|tgt3.0R,45,4.64,0.103,0.333,1.25,7,-9.7,-17.18,0.64,2.76
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.0R,21,4.63,0.2205,0.429,1.55,5,-5.12,-8.34,0.09,0.38
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.0R,21,4.63,0.2205,0.429,1.55,5,-5.12,-8.34,0.09,0.38
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.0R,25,4.62,0.1848,0.48,1.45,5,-5.13,-9.75,0.11,0.45
BTC_SWING_4H_failed_breakdown|BTCD_bull|HTF1D+12H|tgt2.5R,42,4.61,0.1097,0.262,1.27,9,-7.64,-16.95,0.17,0.73
BTC_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D|tgt2.5R,33,4.6,0.1394,0.333,1.3,5,-7.65,-14.64,0.12,0.52
BTC_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF_none|tgt2.5R,33,4.6,0.1394,0.333,1.3,5,-7.65,-14.64,0.12,0.52
BTC_SWING_4H_failed_breakdown|BTCD_strong_bull|HTF_none|tgt2.0R,30,4.59,0.153,0.333,1.47,6,-5.16,-9.68,0.12,0.52
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.5R,30,4.58,0.1526,0.4,1.43,7,-6.8,-10.25,0.12,0.52
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.5R,30,4.58,0.1526,0.4,1.43,7,-6.8,-10.25,0.12,0.52
BTC_INTRA_1H_brk_dec_b60_r12|BTCD_bull|HTF1D+HTF4H|tgt4.0R,38,4.58,0.1205,0.316,1.27,5,-10.51,-16.65,0.56,2.39
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,30,4.58,0.1526,0.4,1.43,7,-6.8,-10.25,0.12,0.52
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.0R,27,4.53,0.1679,0.407,1.5,5,-5.22,-8.86,0.11,0.49
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,27,4.53,0.1679,0.407,1.5,5,-5.22,-8.86,0.11,0.49
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.0R,27,4.53,0.1679,0.407,1.5,5,-5.22,-8.86,0.11,0.49
BTC_INTRA_1H_brk_dec_b60_r12|BTCD_bull|HTF1D+HTF4H|tgt3.0R,39,4.51,0.1157,0.308,1.27,5,-10.24,-16.7,0.57,2.46
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,23,4.49,0.1952,0.522,1.48,6,-5.26,-8.83,0.1,0.42
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_bull|HTF1D+12H|tgt4.0R,27,4.37,0.1619,0.185,1.46,9,-9.44,-9.22,0.11,0.47
BTC_SWING_4H_failed_breakdown|BTCD_strong_bull|HTF_none|tgt2.5R,30,4.37,0.1457,0.3,1.45,7,-7.16,-9.71,0.12,0.52
BTC_SWING_4H_brk10_b50|BTCD_strong_bull|HTF1D|tgt4.0R,56,4.34,0.0776,0.339,1.19,10,-10.65,-18.22,0.21,0.9
BTC_SWING_4H_brk10_b50|BTCD_strong_bull|HTF1D+12H|tgt4.0R,56,4.34,0.0776,0.339,1.19,10,-10.65,-18.22,0.21,0.9
BTC_SWING_4H_brk10_b50|BTCD_strong_bull|HTF_none|tgt4.0R,56,4.34,0.0776,0.339,1.19,10,-10.65,-18.22,0.21,0.9
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_bull|HTF1D|tgt3.0R,28,4.32,0.1543,0.214,1.46,9,-8.53,-9.27,0.11,0.49
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_bull|HTF_none|tgt3.0R,28,4.32,0.1543,0.214,1.46,9,-8.53,-9.27,0.11,0.49
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D|tgt2.5R,31,4.3,0.1387,0.355,1.32,6,-7.95,-13.5,0.46,1.97
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.5R,31,4.29,0.1385,0.419,1.32,7,-7.6,-12.89,0.13,0.56
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.5R,31,4.29,0.1385,0.419,1.32,7,-7.6,-12.89,0.13,0.56
BTC_INTRA_1H_brk_dec_b60_r12|DXY_strong_bear|HTF1D+HTF4H|tgt2.5R,30,4.29,0.1429,0.333,1.39,5,-7.96,-10.99,0.43,1.84
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.5R,30,4.27,0.1422,0.433,1.31,6,-7.62,-12.84,0.13,0.55
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.5R,30,4.27,0.1422,0.433,1.31,6,-7.62,-12.84,0.13,0.55
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear|HTF1D|tgt2.5R,45,4.2,0.0933,0.356,1.23,7,-8.05,-16.6,0.64,2.76
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt3.0R,14,4.18,0.2987,0.286,2.14,4,-3.63,-3.38,0.09,0.37
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt3.0R,14,4.18,0.2987,0.286,2.14,4,-3.63,-3.38,0.09,0.37
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,14,4.18,0.2987,0.286,2.14,4,-3.63,-3.38,0.09,0.37
BTC_SWING_4H_brk10_b70|BTCD_altseason|HTF1D+12H|tgt2.5R,17,4.07,0.2392,0.412,1.52,2,-6.61,-7.35,0.07,0.31
BTC_SWING_4H_brk10_b70|BTCD_altseason|HTF1D|tgt2.5R,17,4.07,0.2392,0.412,1.52,2,-6.61,-7.35,0.07,0.31
BTC_SWING_4H_brk10_b70|BTCD_altseason|HTF_none|tgt2.5R,17,4.07,0.2392,0.412,1.52,2,-6.61,-7.35,0.07,0.31
BTC_SWING_4H_brk_dec_b70_r15|BTCD_bull|HTF1D|tgt2.0R,51,4.06,0.0795,0.392,1.2,7,-5.69,-13.95,0.19,0.82
BTC_SWING_4H_brk_dec_b70_r15|BTCD_bull|HTF_none|tgt2.0R,51,4.06,0.0795,0.392,1.2,7,-5.69,-13.95,0.19,0.82
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.5R,26,4.04,0.1556,0.462,1.35,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D|tgt2.0R,28,4.04,0.1444,0.357,1.37,6,-5.71,-10.93,0.12,0.51
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.5R,26,4.04,0.1556,0.462,1.35,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.5R,26,4.04,0.1556,0.462,1.35,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.5R,26,4.04,0.1556,0.462,1.35,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF_none|tgt2.0R,28,4.04,0.1444,0.357,1.37,6,-5.71,-10.93,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_bear|HTF_none|tgt4.0R,45,4.0,0.0889,0.222,1.19,8,-15.75,-20.86,0.17,0.72
BTC_SWING_4H_failed_breakdown|DXY_bear|HTF1D|tgt4.0R,45,4.0,0.0889,0.222,1.19,8,-15.75,-20.86,0.17,0.72
BTC_INTRA_1H_brk_dec_b60_r12|DXY_strong_bear|HTF1D+HTF4H|tgt4.0R,29,3.94,0.1358,0.31,1.36,5,-9.35,-10.94,0.42,1.78
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_bull|HTF1D|tgt3.0R,19,3.93,0.207,0.263,1.57,6,-6.88,-6.63,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt3.0R,19,3.93,0.207,0.263,1.57,6,-6.88,-6.63,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_bull|HTF_none|tgt3.0R,19,3.93,0.207,0.263,1.57,6,-6.88,-6.63,0.12,0.51
BTC_SWING_4H_brk10_b60|no_macro|HTF_none|tgt2.5R,98,3.91,0.0399,0.337,1.09,6,-8.34,-20.59,0.36,1.54
BTC_SWING_4H_brk10_b60|no_macro|HTF1D|tgt2.5R,98,3.91,0.0399,0.337,1.09,6,-8.34,-20.59,0.36,1.54
BTC_SWING_4H_failed_breakdown|BTCD_bull|HTF1D|tgt2.5R,44,3.89,0.0884,0.273,1.21,9,-8.36,-17.67,0.18,0.76
BTC_INTRA_1H_brk_dec_b60_r12|DXY_strong_bear|HTF1D|tgt3.0R,30,3.87,0.129,0.3,1.32,5,-10.4,-11.99,0.43,1.84
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D|tgt2.5R,40,3.85,0.0962,0.35,1.25,10,-8.04,-14.28,0.17,0.72
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.5R,40,3.85,0.0962,0.35,1.25,10,-8.04,-14.28,0.17,0.72
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF_none|tgt2.5R,40,3.85,0.0962,0.35,1.25,10,-8.04,-14.28,0.17,0.72
BTC_SWING_4H_failed_breakdown|BTCD_bull|HTF_none|tgt3.0R,45,3.84,0.0854,0.244,1.2,12,-10.91,-19.1,0.18,0.78
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.0R,33,3.82,0.1156,0.394,1.32,9,-5.93,-11.24,0.14,0.6
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.0R,33,3.82,0.1156,0.394,1.32,9,-5.93,-11.24,0.14,0.6
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,33,3.82,0.1156,0.394,1.32,9,-5.93,-11.24,0.14,0.6
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D|tgt4.0R,24,3.81,0.1586,0.375,1.42,3,-7.25,-8.93,0.36,1.55
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D+HTF4H|tgt4.0R,24,3.81,0.1586,0.375,1.42,3,-7.25,-8.93,0.36,1.55
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D+HTF4H|tgt2.5R,24,3.8,0.1585,0.375,1.42,3,-7.25,-8.93,0.36,1.55
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.5R,24,3.8,0.1585,0.375,1.42,3,-7.25,-8.93,0.36,1.55
BTC_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D+12H|tgt4.0R,40,3.77,0.0942,0.375,1.19,5,-11.78,-18.06,0.15,0.63
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.0R,22,3.77,0.1714,0.5,1.41,5,-5.98,-8.9,0.09,0.4
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.0R,22,3.77,0.1714,0.5,1.41,5,-5.98,-8.9,0.09,0.4
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D|tgt4.0R,31,3.73,0.1204,0.323,1.28,6,-9.62,-13.56,0.46,1.97
BTC_SWING_4H_failed_breakdown|DXY_below_ema200|HTF1D|tgt4.0R,40,3.72,0.093,0.175,1.21,12,-16.03,-17.87,0.15,0.63
BTC_SWING_4H_failed_breakdown|DXY_below_ema200|HTF_none|tgt4.0R,40,3.72,0.093,0.175,1.21,12,-16.03,-17.87,0.15,0.63
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,20,3.72,0.186,0.2,1.61,6,-6.12,-5.87,0.08,0.35
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D|tgt2.0R,40,3.65,0.0912,0.375,1.22,5,-6.1,-13.9,0.15,0.63
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear|HTF1D|tgt4.0R,45,3.65,0.0812,0.333,1.2,7,-9.96,-17.18,0.64,2.76
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF_none|tgt2.0R,40,3.65,0.0912,0.375,1.22,5,-6.1,-13.9,0.15,0.63
BTC_SWING_4H_brk10_b70|BTCD_bull|HTF1D+12H|tgt2.0R,58,3.62,0.0624,0.379,1.17,8,-6.13,-14.39,0.22,0.93
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_bull|HTF1D|tgt4.0R,45,3.59,0.0798,0.311,1.19,10,-11.95,-17.53,0.18,0.78
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_bull|HTF1D+12H|tgt4.0R,45,3.59,0.0798,0.311,1.19,10,-11.95,-17.53,0.18,0.78
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_bull|HTF_none|tgt4.0R,45,3.59,0.0798,0.311,1.19,10,-11.95,-17.53,0.18,0.78
BTC_INTRA_1H_brk_dec_b60_r12|BTCD_bull|HTF1D+HTF4H|tgt2.5R,39,3.59,0.0922,0.333,1.21,5,-8.66,-16.25,0.57,2.46
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.0R,26,3.57,0.1373,0.462,1.32,5,-6.18,-10.8,0.11,0.47
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.0R,26,3.57,0.1373,0.462,1.32,5,-6.18,-10.8,0.11,0.47
BTC_SWING_4H_brk20_b50|BTCD_altseason|HTF1D+12H|tgt4.0R,19,3.55,0.1867,0.316,1.41,6,-7.81,-8.45,0.08,0.35
BTC_SWING_4H_brk_dec_b70_r15|no_macro|HTF_none|tgt2.0R,69,3.55,0.0515,0.391,1.12,6,-6.2,-15.95,0.25,1.08
BTC_SWING_4H_brk_dec_b70_r15|no_macro|HTF1D|tgt2.0R,69,3.55,0.0515,0.391,1.12,6,-6.2,-15.95,0.25,1.08
BTC_SWING_4H_brk20_b50|BTCD_altseason|HTF_none|tgt4.0R,19,3.55,0.1867,0.316,1.41,6,-7.81,-8.45,0.08,0.35
BTC_SWING_4H_brk20_b50|BTCD_altseason|HTF1D|tgt4.0R,19,3.55,0.1867,0.316,1.41,6,-7.81,-8.45,0.08,0.35
BTC_INTRA_1H_brk_dec_b60_r12|BTCD_bull|HTF1D|tgt4.0R,39,3.53,0.0905,0.308,1.2,6,-11.56,-17.7,0.57,2.46
BTC_SWING_4H_brk10_b70|DXY_bear|HTF1D|tgt4.0R,53,3.52,0.0664,0.321,1.14,7,-13.88,-21.36,0.19,0.83
BTC_SWING_4H_brk10_b70|DXY_bear|HTF_none|tgt4.0R,53,3.52,0.0664,0.321,1.14,7,-13.88,-21.36,0.19,0.83
BTC_SWING_4H_brk10_b70|DXY_bear|HTF1D+12H|tgt4.0R,53,3.52,0.0664,0.321,1.14,7,-13.88,-21.36,0.19,0.83
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,25,3.47,0.1387,0.48,1.33,7,-6.28,-9.93,0.11,0.45
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,25,3.47,0.1387,0.48,1.33,7,-6.28,-9.93,0.11,0.45
BTC_INTRA_1H_brk_dec_b60_r12|BTCD_bull|HTF1D|tgt3.0R,40,3.46,0.0866,0.3,1.19,6,-11.29,-17.75,0.59,2.52
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.0R,24,3.44,0.1433,0.5,1.33,6,-6.31,-9.88,0.1,0.44
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.0R,24,3.44,0.1433,0.5,1.33,6,-6.31,-9.88,0.1,0.44
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_bull|HTF1D|tgt3.0R,39,3.39,0.087,0.333,1.21,8,-10.5,-15.6,0.16,0.67
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_bull|HTF1D+12H|tgt3.0R,39,3.39,0.087,0.333,1.21,8,-10.5,-15.6,0.16,0.67
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_bull|HTF_none|tgt3.0R,39,3.39,0.087,0.333,1.21,8,-10.5,-15.6,0.16,0.67
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.5R,32,3.24,0.1014,0.406,1.22,7,-8.65,-13.94,0.13,0.58
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.5R,32,3.24,0.1014,0.406,1.22,7,-8.65,-13.94,0.13,0.58
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.5R,32,3.24,0.1014,0.406,1.22,7,-8.65,-13.94,0.13,0.58
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.5R,32,3.24,0.1014,0.406,1.22,7,-8.65,-13.94,0.13,0.58
BTC_INTRA_1H_brk_dec_b60_r12|DXY_strong_bear|HTF1D|tgt2.5R,31,3.24,0.1044,0.323,1.27,5,-9.01,-12.04,0.44,1.9
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.0R,29,3.19,0.11,0.448,1.25,6,-6.56,-11.79,0.12,0.53
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.5R,35,3.18,0.0907,0.371,1.24,9,-8.2,-12.34,0.14,0.6
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.5R,35,3.18,0.0907,0.371,1.24,9,-8.2,-12.34,0.14,0.6
BTC_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D+12H|tgt2.0R,33,3.18,0.0962,0.364,1.23,5,-6.57,-13.44,0.12,0.52
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,14,3.18,0.2273,0.286,1.87,4,-3.63,-3.38,0.09,0.37
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.5R,14,3.18,0.2273,0.286,1.87,4,-3.63,-3.38,0.09,0.37
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.5R,14,3.18,0.2273,0.286,1.87,4,-3.63,-3.38,0.09,0.37
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,35,3.18,0.0907,0.371,1.24,9,-8.2,-12.34,0.14,0.6
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.5R,21,3.17,0.151,0.238,1.52,6,-6.14,-5.92,0.09,0.37
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.5R,21,3.17,0.151,0.238,1.52,6,-6.14,-5.92,0.09,0.37
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear|HTF1D+12H|tgt4.0R,43,3.12,0.0726,0.372,1.15,5,-12.42,-18.63,0.16,0.68
BTC_SWING_4H_failed_breakdown|no_macro|HTF1D+12H|tgt3.0R,64,3.03,0.0474,0.234,1.1,10,-11.72,-25.27,0.24,1.02
BTC_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF1D|tgt2.5R,51,2.98,0.0584,0.333,1.12,8,-9.27,-19.72,0.19,0.81
BTC_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF1D+12H|tgt2.5R,51,2.98,0.0584,0.333,1.12,8,-9.27,-19.72,0.19,0.81
BTC_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF_none|tgt2.5R,51,2.98,0.0584,0.333,1.12,8,-9.27,-19.72,0.19,0.81
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,30,2.95,0.0984,0.4,1.28,7,-6.8,-10.25,0.12,0.52
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.0R,30,2.95,0.0984,0.4,1.28,7,-6.8,-10.25,0.12,0.52
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.0R,30,2.95,0.0984,0.4,1.28,7,-6.8,-10.25,0.12,0.52
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.0R,19,2.93,0.1543,0.316,1.43,4,-5.92,-6.63,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.0R,19,2.93,0.1543,0.316,1.43,4,-5.92,-6.63,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.0R,19,2.93,0.1543,0.316,1.43,4,-5.92,-6.63,0.12,0.51
BTC_SWING_4H_brk10_b60|BTCD_bull|HTF1D+12H|tgt2.0R,69,2.92,0.0424,0.362,1.11,12,-6.83,-16.58,0.26,1.1
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_bull|HTF_none|tgt2.0R,35,2.9,0.0827,0.343,1.23,6,-6.85,-12.16,0.15,0.63
BTC_SWING_4H_failed_breakdown|DXY_strong_bear|HTF_none|tgt4.0R,29,2.9,0.1,0.276,1.22,6,-11.3,-12.9,0.12,0.51
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_bull|HTF1D|tgt2.0R,35,2.9,0.0827,0.343,1.23,6,-6.85,-12.16,0.15,0.63
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.0R,35,2.9,0.0827,0.343,1.23,6,-6.85,-12.16,0.15,0.63
