strategy,n,total_r_net,avg_r_net,win_rate,pf_net,max_losing_streak,r_no_top5_net,r_no_top10_net,trades_per_week,trades_per_month
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,5,-1.22,-0.2447,0.4,0.43,2,0.0,0.0,0.04,0.18
BTC_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D|tgt2.5R,55,-1.22,-0.0222,0.309,0.96,9,-13.47,-23.92,0.2,0.87
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,5,-1.22,-0.2447,0.4,0.43,2,0.0,0.0,0.04,0.18
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.0R,5,-1.22,-0.2447,0.4,0.43,2,0.0,0.0,0.04,0.18
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.5R,5,-1.22,-0.2447,0.4,0.43,2,0.0,0.0,0.04,0.18
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,5,-1.22,-0.2447,0.4,0.43,2,0.0,0.0,0.04,0.18
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt3.0R,5,-1.22,-0.2447,0.4,0.43,2,0.0,0.0,0.04,0.18
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt4.0R,5,-1.22,-0.2447,0.4,0.43,2,0.0,0.0,0.04,0.18
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,5,-1.22,-0.2447,0.4,0.43,2,0.0,0.0,0.04,0.18
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt4.0R,5,-1.22,-0.2447,0.4,0.43,2,0.0,0.0,0.04,0.18
BTC_SWING_4H_failed_breakdown|BTCD_altseason|HTF1D+12H|tgt2.5R,18,-1.23,-0.0685,0.278,0.89,6,-11.42,-8.4,0.08,0.34
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.5R,6,-1.25,-0.2078,0.333,0.43,3,-1.05,0.0,0.05,0.21
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear|HTF_none|tgt2.0R,44,-1.25,-0.0284,0.386,0.94,5,-11.0,-18.8,0.16,0.7
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF_none|tgt4.0R,6,-1.25,-0.2078,0.333,0.43,3,-1.05,0.0,0.05,0.21
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.0R,6,-1.25,-0.2078,0.333,0.43,3,-1.05,0.0,0.05,0.21
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF_none|tgt3.0R,6,-1.25,-0.2078,0.333,0.43,3,-1.05,0.0,0.05,0.21
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,6,-1.25,-0.2078,0.333,0.43,3,-1.05,0.0,0.05,0.21
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,6,-1.25,-0.2078,0.333,0.43,3,-1.05,0.0,0.05,0.21
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear|HTF1D|tgt2.0R,44,-1.25,-0.0284,0.386,0.94,5,-11.0,-18.8,0.16,0.7
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.0R,6,-1.25,-0.2078,0.333,0.43,3,-1.05,0.0,0.05,0.21
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.5R,6,-1.25,-0.2078,0.333,0.43,3,-1.05,0.0,0.05,0.21
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D|tgt3.0R,6,-1.25,-0.2078,0.333,0.43,3,-1.05,0.0,0.05,0.21
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D|tgt4.0R,6,-1.25,-0.2078,0.333,0.43,3,-1.05,0.0,0.05,0.21
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,6,-1.25,-0.2078,0.333,0.43,3,-1.05,0.0,0.05,0.21
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,6,-1.25,-0.2078,0.333,0.43,3,-1.05,0.0,0.05,0.21
BTC_SWING_4H_failed_breakdown|DXY_bear|HTF1D+12H|tgt2.5R,42,-1.26,-0.03,0.238,0.93,7,-13.51,-18.71,0.16,0.67
BTC_SWING_4H_brk10_b70|no_macro|HTF1D+12H|tgt2.0R,84,-1.28,-0.0153,0.357,0.97,9,-11.03,-20.78,0.31,1.32
BTC_SWING_4H_failed_breakdown|DXY_below_ema200|HTF_none|tgt3.0R,40,-1.28,-0.032,0.175,0.93,12,-16.03,-17.87,0.15,0.63
BTC_SWING_4H_failed_breakdown|DXY_below_ema200|HTF1D|tgt2.5R,40,-1.28,-0.032,0.2,0.93,12,-13.53,-17.87,0.15,0.63
BTC_SWING_4H_failed_breakdown|DXY_below_ema200|HTF1D|tgt3.0R,40,-1.28,-0.032,0.175,0.93,12,-16.03,-17.87,0.15,0.63
BTC_SWING_4H_failed_breakdown|DXY_below_ema200|HTF_none|tgt2.5R,40,-1.28,-0.032,0.2,0.93,12,-13.53,-17.87,0.15,0.63
BTC_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D|tgt2.0R,41,-1.33,-0.0325,0.341,0.91,5,-11.08,-14.89,0.59,2.52
BTC_SWING_4H_brk20_b50|DXY_strong_bear|HTF1D+12H|tgt2.5R,42,-1.39,-0.0332,0.333,0.93,6,-13.64,-20.05,0.15,0.66
BTC_SWING_4H_brk20_b50|DXY_strong_bear|HTF_none|tgt3.0R,43,-1.4,-0.0326,0.326,0.94,6,-15.29,-21.1,0.16,0.67
BTC_SWING_4H_brk20_b50|DXY_strong_bear|HTF1D|tgt3.0R,43,-1.4,-0.0326,0.326,0.94,6,-15.29,-21.1,0.16,0.67
BTC_SWING_4H_pullback_ema50|DXY_strong_bear|HTF_none|tgt4.0R,21,-1.44,-0.0685,0.286,0.85,4,-9.73,-9.55,0.1,0.41
BTC_INTRA_1H_brk_dec_b60_r12|BTCD_bull|HTF1D|tgt2.0R,41,-1.44,-0.0352,0.317,0.92,7,-11.19,-18.35,0.6,2.58
BTC_SWING_4H_pullback_ema50|DXY_strong_bear|HTF1D+12H|tgt4.0R,21,-1.44,-0.0685,0.286,0.85,4,-9.73,-9.55,0.1,0.41
BTC_SWING_4H_pullback_ema50|DXY_strong_bear|HTF1D|tgt4.0R,21,-1.44,-0.0685,0.286,0.85,4,-9.73,-9.55,0.1,0.41
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.5R,12,-1.48,-0.1232,0.333,0.79,4,-7.12,-2.1,0.06,0.25
BTC_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D+12H|tgt2.0R,40,-1.56,-0.0389,0.375,0.92,5,-11.31,-18.06,0.15,0.63
BTC_INTRA_1H_pullback_ema50|DXY_bear|HTF1D|tgt2.5R,23,-1.57,-0.0683,0.348,0.83,9,-8.57,-9.03,0.34,1.44
BTC_INTRA_1H_pullback_ema50|DXY_bear|HTF1D+HTF4H|tgt2.5R,23,-1.57,-0.0683,0.348,0.83,9,-8.57,-9.03,0.34,1.44
BTC_SWING_4H_brk20_b50|DXY_below_ema200|HTF1D+12H|tgt3.0R,54,-1.64,-0.0303,0.296,0.94,8,-16.39,-25.91,0.2,0.85
BTC_SWING_4H_brk20_b50|DXY_below_ema200|HTF_none|tgt3.0R,54,-1.64,-0.0303,0.296,0.94,8,-16.39,-25.91,0.2,0.85
BTC_SWING_4H_brk20_b50|DXY_below_ema200|HTF1D|tgt3.0R,54,-1.64,-0.0303,0.296,0.94,8,-16.39,-25.91,0.2,0.85
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_altseason|HTF_none|tgt2.5R,17,-1.65,-0.0969,0.294,0.79,5,-7.95,-7.35,0.07,0.31
BTC_SWING_4H_failed_breakdown|no_macro|HTF_none|tgt2.5R,71,-1.65,-0.0233,0.254,0.95,11,-13.9,-26.15,0.26,1.13
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_altseason|HTF1D|tgt2.5R,17,-1.65,-0.0969,0.294,0.79,5,-7.95,-7.35,0.07,0.31
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.5R,17,-1.65,-0.0969,0.294,0.79,5,-7.95,-7.35,0.07,0.31
BTC_INTRA_1H_pullback_ema50|DXY_bear|HTF1D+HTF4H|tgt4.0R,23,-1.69,-0.0734,0.348,0.81,9,-8.57,-9.03,0.34,1.44
BTC_INTRA_1H_pullback_ema50|DXY_bear|HTF1D+HTF4H|tgt3.0R,23,-1.69,-0.0734,0.348,0.81,9,-8.57,-9.03,0.34,1.44
BTC_INTRA_1H_pullback_ema50|DXY_bear|HTF1D|tgt4.0R,23,-1.69,-0.0734,0.348,0.81,9,-8.57,-9.03,0.34,1.44
BTC_INTRA_1H_pullback_ema50|DXY_bear|HTF1D|tgt3.0R,23,-1.69,-0.0734,0.348,0.81,9,-8.57,-9.03,0.34,1.44
BTC_SWING_4H_pullback_ema50|BTCD_altseason|HTF_none|tgt2.0R,18,-1.73,-0.0959,0.278,0.8,6,-8.65,-8.4,0.07,0.31
BTC_INTRA_1H_pullback_ema50|no_macro|HTF1D+HTF4H|tgt4.0R,40,-1.8,-0.045,0.325,0.89,6,-14.1,-16.62,0.57,2.45
BTC_SWING_4H_brk10_b70|DXY_below_ema200|HTF1D+12H|tgt2.5R,44,-1.82,-0.0415,0.295,0.92,7,-14.07,-21.06,0.16,0.7
BTC_SWING_4H_brk10_b70|DXY_below_ema200|HTF_none|tgt2.5R,44,-1.82,-0.0415,0.295,0.92,7,-14.07,-21.06,0.16,0.7
BTC_SWING_4H_brk10_b70|DXY_below_ema200|HTF1D|tgt2.5R,44,-1.82,-0.0415,0.295,0.92,7,-14.07,-21.06,0.16,0.7
BTC_SWING_4H_failed_breakdown|DXY_bear|HTF1D+12H|tgt3.0R,42,-1.85,-0.044,0.214,0.9,7,-16.01,-18.74,0.16,0.67
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF1D|tgt2.5R,59,-1.9,-0.0322,0.322,0.93,8,-14.15,-23.2,0.22,0.93
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF1D+12H|tgt2.5R,59,-1.9,-0.0322,0.322,0.93,8,-14.15,-23.2,0.22,0.93
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF_none|tgt2.5R,59,-1.9,-0.0322,0.322,0.93,8,-14.15,-23.2,0.22,0.93
BTC_SWING_4H_pullback_ema50|BTCD_strong_bull|HTF1D+12H|tgt2.0R,11,-2.02,-0.1832,0.273,0.59,6,-4.82,-1.05,0.09,0.39
BTC_SWING_4H_brk20_b50|DXY_strong_bear|HTF1D+12H|tgt2.0R,42,-2.02,-0.0481,0.357,0.9,6,-11.77,-19.51,0.15,0.66
BTC_SWING_4H_brk10_b70|no_macro|HTF_none|tgt2.0R,85,-2.04,-0.024,0.353,0.95,9,-11.79,-21.54,0.31,1.34
BTC_SWING_4H_brk10_b70|no_macro|HTF1D|tgt2.0R,85,-2.04,-0.024,0.353,0.95,9,-11.79,-21.54,0.31,1.34
BTC_INTRA_1H_pullback_ema50|DXY_bear|HTF1D+HTF4H|tgt2.0R,23,-2.07,-0.0901,0.348,0.77,9,-8.57,-9.03,0.34,1.44
BTC_INTRA_1H_pullback_ema50|DXY_bear|HTF1D|tgt2.0R,23,-2.07,-0.0901,0.348,0.77,9,-8.57,-9.03,0.34,1.44
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_altseason|HTF1D|tgt3.0R,17,-2.1,-0.1237,0.294,0.74,5,-7.95,-7.35,0.07,0.31
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_altseason|HTF1D+12H|tgt3.0R,17,-2.1,-0.1237,0.294,0.74,5,-7.95,-7.35,0.07,0.31
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_altseason|HTF_none|tgt3.0R,17,-2.1,-0.1237,0.294,0.74,5,-7.95,-7.35,0.07,0.31
BTC_SWING_4H_brk10_b60|DXY_strong_bear|HTF_none|tgt4.0R,49,-2.1,-0.0429,0.327,0.92,7,-17.64,-23.93,0.18,0.77
BTC_SWING_4H_brk10_b60|DXY_strong_bear|HTF1D|tgt4.0R,49,-2.1,-0.0429,0.327,0.92,7,-17.64,-23.93,0.18,0.77
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_altseason|HTF1D|tgt4.0R,14,-2.17,-0.1549,0.286,0.77,4,-9.22,-4.2,0.07,0.29
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_altseason|HTF_none|tgt4.0R,14,-2.17,-0.1549,0.286,0.77,4,-9.22,-4.2,0.07,0.29
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_bull|HTF1D|tgt2.0R,45,-2.19,-0.0486,0.311,0.88,10,-11.94,-17.53,0.18,0.78
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.0R,45,-2.19,-0.0486,0.311,0.88,10,-11.94,-17.53,0.18,0.78
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_bull|HTF_none|tgt2.0R,45,-2.19,-0.0486,0.311,0.88,10,-11.94,-17.53,0.18,0.78
BTC_SWING_4H_failed_breakdown|BTCD_altseason|HTF1D|tgt4.0R,20,-2.23,-0.1113,0.25,0.84,6,-13.52,-10.5,0.09,0.38
BTC_SWING_4H_pullback_ema50|BTCD_strong_bull|HTF1D+12H|tgt3.0R,11,-2.24,-0.2032,0.273,0.54,6,-4.82,-1.05,0.09,0.39
BTC_SWING_4H_pullback_ema50|BTCD_strong_bull|HTF1D+12H|tgt4.0R,11,-2.24,-0.2032,0.273,0.54,6,-4.82,-1.05,0.09,0.39
BTC_SWING_4H_pullback_ema50|BTCD_strong_bull|HTF1D+12H|tgt2.5R,11,-2.24,-0.2032,0.273,0.54,6,-4.82,-1.05,0.09,0.39
BTC_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D+12H|tgt4.0R,52,-2.25,-0.0433,0.308,0.91,7,-17.79,-24.08,0.19,0.82
BTC_SWING_4H_failed_breakdown|DXY_below_ema200|HTF_none|tgt2.0R,40,-2.28,-0.057,0.225,0.87,7,-12.03,-17.87,0.15,0.63
BTC_SWING_4H_failed_breakdown|DXY_below_ema200|HTF1D|tgt2.0R,40,-2.28,-0.057,0.225,0.87,7,-12.03,-17.87,0.15,0.63
BTC_SWING_4H_failed_breakdown|no_macro|HTF1D|tgt2.0R,70,-2.35,-0.0336,0.286,0.93,8,-12.1,-21.85,0.26,1.11
BTC_SWING_4H_pullback_ema50|BTCD_bull|HTF1D+12H|tgt4.0R,26,-2.37,-0.0912,0.231,0.82,11,-13.47,-13.32,0.12,0.52
BTC_SWING_4H_brk20_b50|DXY_strong_bear|HTF_none|tgt2.5R,43,-2.44,-0.0568,0.326,0.89,6,-14.69,-21.1,0.16,0.67
BTC_SWING_4H_brk20_b50|DXY_strong_bear|HTF1D|tgt2.5R,43,-2.44,-0.0568,0.326,0.89,6,-14.69,-21.1,0.16,0.67
BTC_INTRA_1H_brk_dec_b60_r12|no_macro|HTF1D|tgt2.5R,69,-2.44,-0.0353,0.304,0.92,7,-14.69,-25.97,0.98,4.21
BTC_SWING_4H_pullback_ema50|DXY_strong_bear|HTF_none|tgt3.0R,21,-2.44,-0.1162,0.286,0.75,4,-9.73,-9.55,0.1,0.41
BTC_SWING_4H_pullback_ema50|DXY_strong_bear|HTF1D+12H|tgt3.0R,21,-2.44,-0.1162,0.286,0.75,4,-9.73,-9.55,0.1,0.41
BTC_SWING_4H_pullback_ema50|DXY_strong_bear|HTF1D|tgt3.0R,21,-2.44,-0.1162,0.286,0.75,4,-9.73,-9.55,0.1,0.41
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D+HTF4H|tgt3.0R,15,-2.46,-0.1638,0.267,0.56,6,-5.52,-5.25,0.22,0.95
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D+HTF4H|tgt2.0R,15,-2.46,-0.1638,0.267,0.56,6,-5.52,-5.25,0.22,0.95
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D|tgt4.0R,15,-2.46,-0.1638,0.267,0.56,6,-5.52,-5.25,0.22,0.95
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D|tgt3.0R,15,-2.46,-0.1638,0.267,0.56,6,-5.52,-5.25,0.22,0.95
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D|tgt2.5R,15,-2.46,-0.1638,0.267,0.56,6,-5.52,-5.25,0.22,0.95
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D|tgt2.0R,15,-2.46,-0.1638,0.267,0.56,6,-5.52,-5.25,0.22,0.95
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D+HTF4H|tgt2.5R,15,-2.46,-0.1638,0.267,0.56,6,-5.52,-5.25,0.22,0.95
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D+HTF4H|tgt4.0R,15,-2.46,-0.1638,0.267,0.56,6,-5.52,-5.25,0.22,0.95
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D|tgt2.5R,17,-2.47,-0.1453,0.294,0.73,4,-9.01,-7.35,0.31,1.33
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D+HTF4H|tgt2.5R,17,-2.47,-0.1453,0.294,0.73,4,-9.01,-7.35,0.31,1.33
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.0R,12,-2.48,-0.2065,0.333,0.65,4,-7.12,-2.1,0.06,0.25
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear|HTF1D+HTF4H|tgt2.0R,28,-2.53,-0.0902,0.321,0.79,4,-10.41,-11.82,0.4,1.72
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear|HTF1D|tgt2.0R,28,-2.53,-0.0902,0.321,0.79,4,-10.41,-11.82,0.4,1.72
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D+HTF4H|tgt2.0R,17,-2.54,-0.1496,0.294,0.72,4,-9.01,-7.35,0.31,1.33
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D|tgt2.0R,17,-2.54,-0.1496,0.294,0.72,4,-9.01,-7.35,0.31,1.33
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_bull|HTF_none|tgt4.0R,12,-2.57,-0.2144,0.25,0.65,4,-7.35,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_bull|HTF1D|tgt4.0R,12,-2.57,-0.2144,0.25,0.65,4,-7.35,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt4.0R,12,-2.57,-0.2144,0.25,0.65,4,-7.35,-2.1,0.1,0.43
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF1D+12H|tgt2.0R,59,-2.6,-0.044,0.339,0.91,8,-12.35,-22.1,0.22,0.93
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF_none|tgt2.0R,59,-2.6,-0.044,0.339,0.91,8,-12.35,-22.1,0.22,0.93
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF1D|tgt2.0R,59,-2.6,-0.044,0.339,0.91,8,-12.35,-22.1,0.22,0.93
BTC_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D|tgt2.0R,41,-2.61,-0.0636,0.366,0.87,5,-12.36,-19.11,0.15,0.65
BTC_SWING_4H_brk10_b70|DXY_strong_bear|HTF_none|tgt2.0R,41,-2.61,-0.0636,0.366,0.87,5,-12.36,-19.11,0.15,0.65
BTC_SWING_4H_pullback_ema50|DXY_bear|HTF1D+12H|tgt4.0R,26,-2.66,-0.1024,0.231,0.76,6,-10.95,-10.8,0.11,0.49
BTC_SWING_4H_pullback_ema50|DXY_bear|HTF1D|tgt4.0R,26,-2.66,-0.1024,0.231,0.76,6,-10.95,-10.8,0.11,0.49
BTC_SWING_4H_pullback_ema50|DXY_bear|HTF_none|tgt4.0R,26,-2.66,-0.1024,0.231,0.76,6,-10.95,-10.8,0.11,0.49
BTC_SWING_4H_brk10_b60|DXY_strong_bear|HTF1D+12H|tgt3.0R,48,-2.7,-0.0563,0.333,0.89,7,-16.59,-22.88,0.18,0.75
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_bull|HTF_none|tgt4.0R,15,-2.7,-0.1798,0.2,0.64,6,-7.5,-5.25,0.12,0.51
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D|tgt4.0R,15,-2.7,-0.1798,0.2,0.64,6,-7.5,-5.25,0.12,0.51
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_bull|HTF1D+12H|tgt4.0R,15,-2.7,-0.1798,0.2,0.64,6,-7.5,-5.25,0.12,0.51
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D+HTF4H|tgt4.0R,17,-2.71,-0.1591,0.294,0.7,4,-9.01,-7.35,0.31,1.33
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D+HTF4H|tgt3.0R,17,-2.71,-0.1591,0.294,0.7,4,-9.01,-7.35,0.31,1.33
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D|tgt4.0R,17,-2.71,-0.1591,0.294,0.7,4,-9.01,-7.35,0.31,1.33
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D|tgt3.0R,17,-2.71,-0.1591,0.294,0.7,4,-9.01,-7.35,0.31,1.33
BTC_INTRA_1H_pullback_ema50|DXY_strong_bear|HTF1D|tgt2.5R,14,-2.77,-0.1976,0.286,0.6,9,-6.83,-4.2,0.2,0.88
BTC_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D|tgt4.0R,62,-2.77,-0.0447,0.258,0.91,10,-20.02,-27.6,0.23,0.98
BTC_INTRA_1H_pullback_ema50|DXY_strong_bear|HTF1D+HTF4H|tgt2.5R,14,-2.77,-0.1976,0.286,0.6,9,-6.83,-4.2,0.2,0.88
BTC_SWING_4H_brk10_b50|DXY_below_ema200|HTF_none|tgt4.0R,62,-2.77,-0.0447,0.258,0.91,10,-20.02,-27.6,0.23,0.98
BTC_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D+12H|tgt4.0R,62,-2.77,-0.0447,0.258,0.91,10,-20.02,-27.6,0.23,0.98
BTC_INTRA_1H_brk_dec_b70_r15|DXY_strong_bear|HTF1D+HTF4H|tgt2.0R,20,-2.82,-0.1412,0.25,0.65,5,-7.97,-7.67,0.29,1.23
BTC_INTRA_1H_brk_dec_b70_r15|DXY_strong_bear|HTF1D|tgt2.0R,20,-2.82,-0.1412,0.25,0.65,5,-7.97,-7.67,0.29,1.23
BTC_SWING_4H_pullback_ema50|DXY_strong_bear|HTF1D|tgt2.5R,21,-2.85,-0.1357,0.286,0.71,4,-9.73,-9.55,0.1,0.41
BTC_SWING_4H_pullback_ema50|DXY_strong_bear|HTF_none|tgt2.5R,21,-2.85,-0.1357,0.286,0.71,4,-9.73,-9.55,0.1,0.41
BTC_INTRA_1H_pullback_ema50|no_macro|HTF1D|tgt4.0R,41,-2.85,-0.0695,0.317,0.84,6,-15.15,-17.67,0.59,2.51
BTC_SWING_4H_pullback_ema50|DXY_strong_bear|HTF1D+12H|tgt2.5R,21,-2.85,-0.1357,0.286,0.71,4,-9.73,-9.55,0.1,0.41
BTC_INTRA_1H_pullback_ema50|DXY_strong_bear|HTF1D|tgt4.0R,14,-2.88,-0.2059,0.286,0.58,9,-6.83,-4.2,0.2,0.88
BTC_INTRA_1H_pullback_ema50|DXY_strong_bear|HTF1D|tgt3.0R,14,-2.88,-0.2059,0.286,0.58,9,-6.83,-4.2,0.2,0.88
BTC_INTRA_1H_pullback_ema50|DXY_strong_bear|HTF1D+HTF4H|tgt3.0R,14,-2.88,-0.2059,0.286,0.58,9,-6.83,-4.2,0.2,0.88
BTC_INTRA_1H_pullback_ema50|DXY_strong_bear|HTF1D+HTF4H|tgt4.0R,14,-2.88,-0.2059,0.286,0.58,9,-6.83,-4.2,0.2,0.88
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear|HTF1D|tgt2.5R,28,-3.02,-0.1077,0.321,0.75,4,-10.41,-11.82,0.4,1.72
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear|HTF1D+HTF4H|tgt2.5R,28,-3.02,-0.1077,0.321,0.75,4,-10.41,-11.82,0.4,1.72
BTC_INTRA_1H_pullback_ema50|no_macro|HTF1D+HTF4H|tgt3.0R,40,-3.03,-0.0758,0.325,0.82,6,-14.1,-16.62,0.57,2.45
BTC_SWING_4H_brk20_b50|DXY_strong_bear|HTF_none|tgt2.0R,43,-3.07,-0.0714,0.349,0.86,6,-12.82,-20.56,0.16,0.67
BTC_INTRA_1H_pullback_ema50|BTCD_bull|HTF1D+HTF4H|tgt4.0R,24,-3.07,-0.1278,0.292,0.69,6,-9.61,-9.72,0.35,1.51
BTC_SWING_4H_pullback_ema50|BTCD_strong_bull|HTF_none|tgt2.0R,12,-3.07,-0.2554,0.25,0.48,7,-5.87,-2.1,0.1,0.43
BTC_SWING_4H_pullback_ema50|BTCD_strong_bull|HTF1D|tgt2.0R,12,-3.07,-0.2554,0.25,0.48,7,-5.87,-2.1,0.1,0.43
BTC_INTRA_1H_pullback_ema50|BTCD_bull|HTF1D|tgt4.0R,24,-3.07,-0.1278,0.292,0.69,6,-9.61,-9.72,0.35,1.51
BTC_SWING_4H_brk20_b50|DXY_strong_bear|HTF1D|tgt2.0R,43,-3.07,-0.0714,0.349,0.86,6,-12.82,-20.56,0.16,0.67
BTC_SWING_4H_pullback_ema50|DXY_below_ema200|HTF_none|tgt3.0R,23,-3.1,-0.1346,0.174,0.69,6,-9.9,-9.65,0.09,0.38
BTC_SWING_4H_pullback_ema50|DXY_below_ema200|HTF1D+12H|tgt3.0R,23,-3.1,-0.1346,0.174,0.69,6,-9.9,-9.65,0.09,0.38
BTC_SWING_4H_pullback_ema50|DXY_below_ema200|HTF1D|tgt3.0R,23,-3.1,-0.1346,0.174,0.69,6,-9.9,-9.65,0.09,0.38
BTC_SWING_4H_pullback_ema50|no_macro|HTF1D+12H|tgt4.0R,48,-3.11,-0.0648,0.25,0.87,11,-17.97,-22.89,0.18,0.77
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_altseason|HTF_none|tgt3.0R,14,-3.17,-0.2264,0.286,0.66,4,-9.22,-4.2,0.07,0.29
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_altseason|HTF1D|tgt3.0R,14,-3.17,-0.2264,0.286,0.66,4,-9.22,-4.2,0.07,0.29
