bar_idx,timestamp,macro_reader_leg,dspa_primary_state,dspa_secondary_state,confidence,evidence_supports,evidence_conflicts,source_layers_used,unavailable_flags,reason_code
9105,2025-11-19,MACRO_BULL_LEG,BULL_PULLBACK_CONTINUATION,,low,demand_defended|holding_support,structure_down,dspa_F3|macro_demand,,BULL_PULLBACK_CONTINUATION<=demand_defended+holding_support
9199,2025-12-11,MACRO_RANGE,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|momentum_strong|clean_sky,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+momentum_strong
9215,2025-12-16,MACRO_RANGE,SUPPLY_REJECTION_TRAP,MARKUP_THROUGH_SUPPLY,med,rejected_at_res|supply_reject|fuel_low,,dspa_F3|macro_fuel|macro_supply,,SUPPLY_REJECTION_TRAP<=rejected_at_res+supply_reject+fuel_low
9243,2025-12-22,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,risk_bad,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+supply_markup+structure_up+BOS
9256,2025-12-26,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,supply_markup|structure_up|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=supply_markup+structure_up+momentum_strong+clean_sky
9287,2026-01-05,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|BOS|momentum_strong|clean_sky,,dspa_F3F6|dspa_F4|macro_momentum|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+BOS+momentum_strong+clean_sky
9297,2026-01-06,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,acceptance_above|BOS|momentum_strong|macro_phase_bullrun,risk_bad,dspa_F3F6|dspa_F4|macro_momentum|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+BOS+momentum_strong+macro_phase_bullrun
9304,2026-01-08,MACRO_BULL_LEG,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,med,holding_support|structure_up|momentum_strong|macro_phase_bullrun,supply_reject,dspa_F3|dspa_F4|macro_momentum|prior_macro_phase,,BULL_PULLBACK_CONTINUATION<=holding_support+structure_up+momentum_strong+macro_phase_bullrun
9314,2026-01-09,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+BOS
9329,2026-01-14,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,supply_markup|momentum_strong|clean_sky|macro_phase_bullrun,,macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=supply_markup+momentum_strong+clean_sky+macro_phase_bullrun
9345,2026-01-18,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+BOS+momentum_strong
9368,2026-01-22,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+BOS
9390,2026-01-28,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,risk_bad,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+supply_markup+structure_up+BOS
9432,2026-02-06,MACRO_TRANSITION,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,med,grind_down|supply_reject|fuel_low,,dspa_F2|macro_fuel|macro_supply,,BEAR_PULLBACK_TRAP<=grind_down+supply_reject+fuel_low
9492,2026-02-20,MACRO_CORRECTIVE_PULLBACK,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,acceptance_above|supply_markup|momentum_strong|clean_sky,risk_bad,dspa_F3F6|macro_momentum|macro_supply|prior_clean_sky,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+supply_markup+momentum_strong+clean_sky
9504,2026-02-24,MACRO_RANGE,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,med,supply_markup|momentum_strong|clean_sky,risk_bad,macro_momentum|macro_supply|prior_clean_sky,,STRUCTURAL_RISK_SL_PROBLEM<=supply_markup+momentum_strong+clean_sky
9512,2026-02-25,MACRO_RANGE,BULL_PULLBACK_CONTINUATION,BEAR_PULLBACK_TRAP,med,holding_support|structure_up|momentum_strong,supply_reject,dspa_F3|dspa_F4|macro_momentum,,BULL_PULLBACK_CONTINUATION<=holding_support+structure_up+momentum_strong
9523,2026-02-27,MACRO_RANGE,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|momentum_strong|clean_sky,,dspa_F3F6|macro_momentum|macro_supply|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+momentum_strong+clean_sky
9530,2026-03-02,MACRO_RANGE,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,med,supply_markup|momentum_strong|clean_sky,,macro_momentum|macro_supply|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=supply_markup+momentum_strong+clean_sky
9537,2026-03-03,MACRO_RANGE,MARKUP_THROUGH_SUPPLY,LEGITIMATE_BEAR_BUY,med,structure_up|momentum_strong|clean_sky,,dspa_F4|macro_momentum|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=structure_up+momentum_strong+clean_sky
9582,2026-03-13,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,LEGITIMATE_BEAR_BUY,low,flush_V|acceptance_above,supply_reject|risk_bad,dspa_F2|dspa_F3F6,,STRUCTURAL_RISK_SL_PROBLEM<=flush_V+acceptance_above
9628,2026-03-25,MACRO_RANGE,SUPPLY_REJECTION_TRAP,BEAR_PULLBACK_TRAP,med,supply_reject|fuel_low|premium,acceptance_above,dspa_F5ctx|macro_fuel|macro_supply,,SUPPLY_REJECTION_TRAP<=supply_reject+fuel_low+premium
9646,2026-03-30,MACRO_BEAR_LEG,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,high,supply_reject|fuel_low|rejected_at_res|bl_refined_block,,dspa_F3|macro_fuel|macro_supply|prior_bearleg_refined,,BEAR_PULLBACK_TRAP<=supply_reject+fuel_low+rejected_at_res+bl_refined_block
9727,2026-04-17,MACRO_RANGE,LEGITIMATE_BEAR_BUY,,low,demand_defended|acceptance_above,momentum_strong,dspa_F3F6|macro_demand,,LEGITIMATE_BEAR_BUY<=demand_defended+acceptance_above
9805,2026-05-06,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,SUPPLY_REJECTION_TRAP,med,acceptance_above|BOS|momentum_strong,,dspa_F3F6|dspa_F4|macro_momentum,,MARKUP_THROUGH_SUPPLY<=acceptance_above+BOS+momentum_strong
