candidate_id,timestamp,source,source_family,kept,prune_reason,overextended_entry,src_redundant,bear_flag,GT_match,NAO_match,gt_id,fragile_BOM,notes
C8304,2025-05-16 02:00,nivel_interno,proximity,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8305,2025-05-16 06:00,nivel_interno,proximity,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8306,2025-05-16 10:00,nivel_interno,proximity,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8307,2025-05-16 14:00,nivel_interno,proximity,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8308,2025-05-16 18:00,nivel_interno,proximity,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8309,2025-05-18 22:00,nivel_interno,proximity,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8310,2025-05-19 02:00,nivel_interno,proximity,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8311,2025-05-19 06:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8312,2025-05-19 10:00,nivel_interno,proximity,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8313,2025-05-19 14:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8314,2025-05-19 18:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8315,2025-05-19 22:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8316,2025-05-20 02:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8317,2025-05-20 06:00,topo_duplo,structural,pruned,overextended_entry|src_redundant,1,1,0,no,no,,no,classic_BOS/A
C8318,2025-05-20 10:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8319,2025-05-20 14:00,fractal_3_3,fractal,pruned,overextended_entry,1,0,0,no,no,,no,classic_BOS/A
C8320,2025-05-20 18:00,fractal_3_3,fractal,pruned,overextended_entry,1,0,0,no,no,,no,classic_BOS/A
C8321,2025-05-20 22:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8322,2025-05-21 02:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8323,2025-05-21 06:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8324,2025-05-21 10:00,topo_duplo,structural,pruned,overextended_entry|src_redundant,1,1,0,no,no,,no,classic_BOS/B
C8325,2025-05-21 14:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8326,2025-05-21 18:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8327,2025-05-21 22:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8328,2025-05-22 02:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8331,2025-05-22 14:00,fractal_3_3,fractal,pruned,overextended_entry,1,0,0,no,no,,no,classic_BOS/A
C8332,2025-05-22 18:00,topo_duplo,structural,pruned,overextended_entry|src_redundant,1,1,0,no,no,,no,classic_BOS/B
C8333,2025-05-22 22:00,topo_duplo,structural,pruned,overextended_entry|src_redundant,1,1,0,no,no,,no,classic_BOS/A
C8334,2025-05-23 02:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8335,2025-05-23 06:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8336,2025-05-23 10:00,topo_duplo,structural,pruned,overextended_entry|src_redundant,1,1,0,no,no,,no,classic_BOS/A
C8337,2025-05-23 14:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8339,2025-05-25 22:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8341,2025-05-26 06:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8342,2025-05-26 10:00,topo_duplo,structural,pruned,overextended_entry|src_redundant,1,1,0,no,no,,no,classic_BOS/A
C8343,2025-05-26 14:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8344,2025-05-26 18:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8345,2025-05-26 22:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8346,2025-05-27 02:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8348,2025-05-27 10:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8349,2025-05-27 14:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8351,2025-05-27 22:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8352,2025-05-28 02:00,topo_duplo,structural,pruned,overextended_entry|src_redundant,1,1,0,no,no,,no,classic_BOS/A
C8353,2025-05-28 06:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8354,2025-05-28 10:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8355,2025-05-28 14:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8356,2025-05-28 18:00,fractal_3_3,fractal,pruned,overextended_entry,1,0,0,no,no,,no,classic_BOS/B
C8360,2025-05-29 10:00,fractal_3_3,fractal,pruned,overextended_entry,1,0,0,no,no,,no,classic_BOS/A
C8361,2025-05-29 14:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8362,2025-05-29 18:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8364,2025-05-30 02:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8365,2025-05-30 06:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/B
C8367,2025-05-30 14:00,fractal_3_3,fractal,pruned,overextended_entry,1,0,0,no,no,,no,classic_BOS/A
C8368,2025-05-30 18:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8369,2025-06-01 22:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
C8370,2025-06-02 02:00,topo_duplo,structural,pruned,src_redundant,0,1,0,no,no,,no,classic_BOS/A
