candidate_id,timestamp,source,source_family,kept,prune_reason,overextended_entry,src_redundant,bear_flag,GT_match,NAO_match,gt_id,fragile_BOM,notes
C796,2020-07-07 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C798,2020-07-07 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C799,2020-07-07 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C800,2020-07-08 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C803,2020-07-08 14:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/A
C804,2020-07-08 18:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/B
C805,2020-07-08 22:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/A
C833,2020-07-15 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C845,2020-07-17 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C849,2020-07-20 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C850,2020-07-20 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C852,2020-07-20 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C853,2020-07-20 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C854,2020-07-21 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C858,2020-07-21 18:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/B
C866,2020-07-23 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C871,2020-07-23 22:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/B
C872,2020-07-24 02:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/A
C875,2020-07-24 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C876,2020-07-24 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
