bar_idx,datetime,f1_swept_low_reclaim,f1_sweep_depth_atr,f1_bars_since_sweep,f1_swept_high_reject,f2_flush_state,f2_drop_atr,f2_velocity_atr_bar,f2_range_expansion,f2_consec_down,f2_flush_bars,f3_acceptance_state,f3_closes_above_res,f3_rejections_at_res,f3_breaks_support,f4_structure_state,f4_BOS,f4_CHoCH,f4_n_pivots,f6_svp_state,f6_above_value,f6_below_value,f6_dist_poc_atr,f5_range_pos_4h,f5_range_pct_4h,f5_range_pos_1d,f5_range_pct_1d,f7_regime_traj,f7_combined_slope,f7_cascade_now,f7_distribution_onset,f7_macro_broken_recent
5555,2023-08-04,1,0.63,1,0,MIXED_DECLINE,1.89,0.38,1.0,1,5,ACCEPTED_ABOVE_RES,8,2,0,STRUCTURE_DOWN,0,0,1151,ACCEPTING_ABOVE_VALUE,2,7,0.9,EQUILIBRIUM,0.57,EQUILIBRIUM,0.42,REGIME_DETERIORATING,-0.667,-3.0,0,0
5627,2023-08-22,0,0.0,-1,1,FLUSH_V,1.87,1.87,1.52,0,1,REJECTED_AT_RES,1,2,0,STRUCTURE_RANGE,0,0,1170,IN_VALUE,4,6,0.16,EQUILIBRIUM,0.66,DISCOUNT,0.13,REGIME_STABLE_BEAR,0.0,-2.0,0,0
5668,2023-08-31,0,0.0,-1,0,MIXED_DECLINE,1.66,0.33,0.76,3,5,BROKE_SUPPORT,0,0,7,STRUCTURE_UP,0,0,1182,BELOW_VALUE_REJECTED,9,3,-0.18,PREMIUM,0.86,PREMIUM,0.92,REGIME_IMPROVING,0.5,1.0,0,0
5701,2023-09-07,0,0.0,-1,0,FLUSH_V,2.83,2.83,2.83,0,1,ACCEPTED_ABOVE_RES,3,1,0,STRUCTURE_RANGE,0,0,1189,ACCEPTING_ABOVE_VALUE,4,5,0.66,EQUILIBRIUM,0.45,EQUILIBRIUM,0.6,REGIME_DETERIORATING,-0.5,-3.0,0,0
5724,2023-09-13,1,0.42,2,0,GRIND_DOWN,5.12,0.39,0.94,2,13,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,1193,IN_VALUE,2,5,-0.38,DISCOUNT,0.1,EQUILIBRIUM,0.34,REGIME_DETERIORATING,-0.333,-3.0,0,0
5772,2023-09-25,0,0.0,-1,0,FLUSH_V,2.69,1.34,1.52,2,2,ACCEPTED_ABOVE_RES,2,5,0,STRUCTURE_DOWN,0,0,1203,BELOW_VALUE_REJECTED,3,5,-1.74,DISCOUNT,0.06,DISCOUNT,0.29,REGIME_IMPROVING,0.333,-1.0,0,0
5826,2023-10-06,1,0.37,2,0,MIXED_DECLINE,2.65,0.33,0.86,1,8,ACCEPTED_ABOVE_RES,2,1,0,STRUCTURE_DOWN,0,0,1213,ACCEPTING_ABOVE_VALUE,4,2,1.48,PREMIUM,0.87,DISCOUNT,0.15,REGIME_STABLE_BEAR,0.0,-3.0,0,0
5842,2023-10-11,0,0.0,-1,0,MIXED_DECLINE,1.84,0.61,0.69,0,3,ACCEPTED_ABOVE_RES,2,0,7,STRUCTURE_UP,1,0,1218,ACCEPTING_ABOVE_VALUE,7,4,1.65,PREMIUM,0.96,EQUILIBRIUM,0.45,REGIME_IMPROVING,0.667,1.0,0,0
5866,2023-10-17,0,0.0,-1,1,MIXED_DECLINE,2.12,0.71,0.91,0,3,BROKE_SUPPORT,0,1,6,STRUCTURE_UP,0,0,1222,ACCEPTING_ABOVE_VALUE,6,5,0.66,PREMIUM,0.94,PREMIUM,0.86,REGIME_IMPROVING,0.833,3.0,0,0
5875,2023-10-18,0,0.0,-1,0,FLUSH_V,2.37,2.37,2.14,0,1,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1224,IN_VALUE,6,2,-0.14,PREMIUM,0.74,PREMIUM,0.91,REGIME_IMPROVING,0.333,3.0,0,0
5920,2023-10-30,0,0.0,-1,0,MIXED_DECLINE,1.89,0.63,0.8,0,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1235,IN_VALUE,6,2,0.2,PREMIUM,0.77,PREMIUM,0.95,REGIME_STABLE_BULL,-0.167,2.0,0,0
5955,2023-11-07,0,0.0,-1,0,GRIND_DOWN,6.02,0.55,0.72,6,11,BROKE_SUPPORT,0,0,4,STRUCTURE_UP,0,1,1242,IN_VALUE,4,5,-1.09,DISCOUNT,0.05,PREMIUM,0.72,REGIME_STABLE_BULL,-0.167,1.0,0,0
5998,2023-11-16,0,0.0,-1,0,MIXED_DECLINE,2.25,0.0,0.0,0,0,BROKE_SUPPORT,1,0,6,STRUCTURE_UP,1,0,1252,ACCEPTING_ABOVE_VALUE,10,2,1.59,PREMIUM,0.94,EQUILIBRIUM,0.62,REGIME_STABLE_BULL,0.167,2.0,0,0
6049,2023-11-29,0,0.0,-1,1,MIXED_DECLINE,2.09,0.0,0.0,1,0,ACCEPTED_ABOVE_RES,5,1,6,STRUCTURE_UP,1,0,1263,IN_VALUE,9,1,-0.27,PREMIUM,0.88,PREMIUM,0.94,REGIME_IMPROVING,0.333,3.0,0,0
6069,2023-12-04,0,0.0,-1,0,FLUSH_V,5.74,1.91,1.59,3,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1269,IN_VALUE,5,4,-0.88,DISCOUNT,0.17,EQUILIBRIUM,0.56,REGIME_IMPROVING,0.333,3.0,0,0
6119,2023-12-14,0,0.0,-1,0,MIXED_DECLINE,1.96,0.49,0.5,0,4,ACCEPTED_ABOVE_RES,7,0,0,STRUCTURE_DOWN,0,0,1279,IN_VALUE,4,6,0.41,PREMIUM,0.85,EQUILIBRIUM,0.43,REGIME_IMPROVING,0.333,3.0,0,0
6162,2023-12-26,0,0.0,-1,0,MIXED_DECLINE,2.3,0.0,0.0,1,0,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1287,IN_VALUE,7,3,-0.1,PREMIUM,0.86,EQUILIBRIUM,0.54,REGIME_STABLE_BULL,0.0,3.0,0,0
6193,2024-01-04,0,0.0,-1,0,GRIND_DOWN,4.7,0.52,1.43,0,9,BROKE_SUPPORT,0,0,6,STRUCTURE_RANGE,0,0,1292,ACCEPTING_ABOVE_VALUE,5,7,0.26,EQUILIBRIUM,0.35,EQUILIBRIUM,0.64,REGIME_DETERIORATING,-0.333,1.0,0,0
6210,2024-01-08,0,0.0,-1,0,MIXED_DECLINE,4.73,0.95,0.78,0,5,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,1298,ACCEPTING_ABOVE_VALUE,4,5,0.61,EQUILIBRIUM,0.37,EQUILIBRIUM,0.53,REGIME_STABLE_BULL,-0.167,2.0,0,0
6295,2024-01-29,0,0.0,-1,1,MIXED_DECLINE,2.4,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,4,3,5,STRUCTURE_RANGE,1,0,1314,ACCEPTING_ABOVE_VALUE,5,5,0.66,PREMIUM,0.71,EQUILIBRIUM,0.35,REGIME_NEUTRAL,-0.167,0.0,0,0
6362,2024-02-13,0,0.0,-1,1,FLUSH_V,2.51,2.51,1.36,0,1,ACCEPTED_ABOVE_RES,7,2,0,STRUCTURE_DOWN,0,0,1334,IN_VALUE,1,8,0.46,EQUILIBRIUM,0.55,EQUILIBRIUM,0.48,REGIME_DETERIORATING,-0.5,-1.0,0,0
6376,2024-02-15,0,0.0,-1,1,MIXED_DECLINE,1.39,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,7,3,0,STRUCTURE_DOWN,0,0,1337,ACCEPTING_ABOVE_VALUE,4,3,1.35,EQUILIBRIUM,0.42,DISCOUNT,0.25,REGIME_DETERIORATING,-0.333,-1.0,0,1
6453,2024-03-05,0,0.0,-1,0,MIXED_DECLINE,1.68,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,2,0,0,STRUCTURE_UP,1,0,1357,IN_VALUE,11,1,0.99,PREMIUM,0.88,PREMIUM,0.91,REGIME_IMPROVING,0.333,3.0,0,0
6471,2024-03-08,0,0.0,-1,0,MIXED_DECLINE,1.32,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,2,0,0,STRUCTURE_UP,1,0,1360,ACCEPTING_ABOVE_VALUE,7,1,0.16,PREMIUM,0.77,PREMIUM,0.88,REGIME_IMPROVING,0.5,3.0,0,0
6489,2024-03-13,0,0.0,-1,0,MIXED_DECLINE,3.8,0.54,0.87,0,7,REJECTED_AT_RES,0,2,0,STRUCTURE_DOWN,0,0,1364,ACCEPTING_ABOVE_VALUE,5,4,0.57,EQUILIBRIUM,0.35,PREMIUM,0.86,REGIME_DETERIORATING,-0.333,1.0,0,0
6523,2024-03-21,0,0.0,-1,1,MIXED_DECLINE,1.55,0.31,0.69,0,5,ACCEPTED_ABOVE_RES,3,1,1,STRUCTURE_RANGE,1,0,1371,IN_VALUE,5,4,0.14,PREMIUM,0.77,PREMIUM,0.91,REGIME_STABLE_BULL,0.167,2.0,0,0
6597,2024-04-09,0,0.0,-1,0,MIXED_DECLINE,1.89,0.63,0.94,1,3,ACCEPTED_ABOVE_RES,2,0,7,STRUCTURE_UP,1,0,1386,IN_VALUE,5,2,0.46,PREMIUM,0.9,PREMIUM,0.95,REGIME_STABLE_BULL,0.0,3.0,0,0
6610,2024-04-11,0,0.0,-1,0,MIXED_DECLINE,2.69,0.38,0.97,0,7,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,1389,ACCEPTING_ABOVE_VALUE,4,3,0.76,PREMIUM,0.81,PREMIUM,0.91,REGIME_DETERIORATING,-0.333,1.0,0,0
6711,2024-05-06,0,0.0,-1,0,MIXED_DECLINE,2.79,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,3,2,0,STRUCTURE_DOWN,0,0,1414,ACCEPTING_ABOVE_VALUE,6,4,0.45,PREMIUM,0.93,DISCOUNT,0.33,REGIME_STABLE_BULL,-0.167,1.0,0,0
6729,2024-05-09,0,0.0,-1,0,GRIND_DOWN,2.52,0.23,0.64,0,11,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1416,ACCEPTING_ABOVE_VALUE,5,5,1.12,PREMIUM,0.73,DISCOUNT,0.31,REGIME_STABLE_BULL,0.0,1.0,0,0
6741,2024-05-13,0,0.0,-1,0,MIXED_DECLINE,2.89,0.48,0.93,0,6,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1418,IN_VALUE,7,5,-0.33,EQUILIBRIUM,0.52,EQUILIBRIUM,0.48,REGIME_STABLE_BULL,0.167,3.0,0,0
6767,2024-05-17,0,0.0,-1,0,MIXED_DECLINE,2.09,0.52,0.9,0,4,ACCEPTED_ABOVE_RES,3,0,5,STRUCTURE_UP,1,0,1422,ACCEPTING_ABOVE_VALUE,10,3,2.94,PREMIUM,0.88,PREMIUM,0.94,REGIME_STABLE_BULL,0.167,2.0,0,0
6791,2024-05-23,1,0.09,8,0,GRIND_DOWN,6.88,0.53,0.81,3,13,BROKE_SUPPORT,0,1,8,STRUCTURE_DOWN,0,0,1426,BELOW_VALUE_REJECTED,1,8,-2.09,DISCOUNT,0.01,DISCOUNT,0.3,REGIME_STABLE_BULL,-0.167,1.0,0,0
6819,2024-05-30,1,0.5,6,0,GRIND_DOWN,3.44,0.34,1.13,0,10,BROKE_SUPPORT,0,0,4,STRUCTURE_UP,0,0,1432,ACCEPTING_ABOVE_VALUE,5,5,1.13,EQUILIBRIUM,0.63,EQUILIBRIUM,0.41,REGIME_STABLE_BULL,0.0,1.0,0,0
6832,2024-06-03,1,0.15,5,0,MIXED_DECLINE,3.48,0.7,1.28,0,5,HOLDING_SUPPORT,0,0,1,STRUCTURE_RANGE,0,0,1435,ACCEPTING_ABOVE_VALUE,6,5,1.64,PREMIUM,0.75,EQUILIBRIUM,0.36,REGIME_STABLE_BULL,0.0,1.0,0,0
6844,2024-06-05,0,0.0,-1,0,MIXED_DECLINE,2.92,0.49,1.03,0,6,HOLDING_SUPPORT,1,0,0,STRUCTURE_RANGE,1,0,1438,ACCEPTING_ABOVE_VALUE,8,6,1.83,PREMIUM,0.95,EQUILIBRIUM,0.35,REGIME_DETERIORATING,-0.5,0.0,0,0
6887,2024-06-14,0,0.0,-1,0,FLUSH_V,2.43,2.43,1.64,1,1,ACCEPTED_ABOVE_RES,5,1,0,STRUCTURE_DOWN,0,0,1447,IN_VALUE,6,3,-0.03,PREMIUM,0.81,DISCOUNT,0.28,REGIME_DETERIORATING,-0.333,-1.0,0,0
6908,2024-06-20,0,0.0,-1,1,MIXED_DECLINE,1.21,0.6,0.83,1,2,ACCEPTED_ABOVE_RES,2,1,7,STRUCTURE_UP,0,0,1454,IN_VALUE,4,2,-0.19,PREMIUM,0.72,EQUILIBRIUM,0.47,REGIME_STABLE_BULL,0.0,1.0,0,0
6923,2024-06-24,0,0.0,-1,0,FLUSH_V,4.48,4.48,2.07,0,1,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,1456,ACCEPTING_ABOVE_VALUE,7,3,0.18,EQUILIBRIUM,0.34,EQUILIBRIUM,0.47,REGIME_IMPROVING,0.333,1.0,0,0
6954,2024-07-01,0,0.0,-1,0,FLUSH_V,2.26,2.26,1.56,0,1,BROKE_SUPPORT,0,1,3,STRUCTURE_RANGE,0,0,1464,ACCEPTING_ABOVE_VALUE,7,3,0.17,PREMIUM,0.87,EQUILIBRIUM,0.47,REGIME_STABLE_BULL,-0.167,1.0,0,0
6962,2024-07-03,0,0.0,-1,0,MIXED_DECLINE,1.81,0.0,0.0,0,0,REJECTED_AT_RES,1,2,0,STRUCTURE_RANGE,1,0,1466,ACCEPTING_ABOVE_VALUE,7,5,1.32,PREMIUM,0.96,EQUILIBRIUM,0.59,REGIME_NEUTRAL,0.167,0.0,0,0
6977,2024-07-05,1,0.18,2,1,GRIND_DOWN,1.77,0.16,0.8,0,11,ACCEPTED_ABOVE_RES,3,2,4,STRUCTURE_UP,1,0,1468,ACCEPTING_ABOVE_VALUE,8,1,2.9,PREMIUM,0.97,PREMIUM,0.98,REGIME_IMPROVING,0.667,3.0,0,0
6992,2024-07-10,0,0.0,-1,0,MIXED_DECLINE,2.17,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,7,2,0,STRUCTURE_DOWN,0,0,1473,ACCEPTING_ABOVE_VALUE,6,5,0.31,EQUILIBRIUM,0.52,PREMIUM,0.79,REGIME_STABLE_BULL,0.0,1.0,0,0
7022,2024-07-17,0,0.0,-1,0,MIXED_DECLINE,1.62,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,7,0,0,STRUCTURE_UP,1,0,1479,IN_VALUE,9,3,0.25,PREMIUM,0.92,PREMIUM,0.96,REGIME_IMPROVING,0.333,3.0,0,0
7053,2024-07-24,0,0.0,-1,0,GRIND_DOWN,8.03,0.57,0.89,0,14,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,1485,ACCEPTING_ABOVE_VALUE,4,7,0.73,PREMIUM,0.89,PREMIUM,0.67,REGIME_STABLE_BULL,0.0,3.0,0,0
7065,2024-07-26,0,0.0,-1,0,FLUSH_V,5.06,0.84,1.41,0,6,HOLDING_SUPPORT,0,0,0,STRUCTURE_DOWN,0,0,1487,ACCEPTING_ABOVE_VALUE,5,5,0.47,EQUILIBRIUM,0.36,EQUILIBRIUM,0.38,REGIME_DETERIORATING,-0.333,0.0,0,0
7094,2024-08-02,0,0.0,-1,1,FLUSH_V,1.68,0.84,1.27,1,2,ACCEPTED_ABOVE_RES,2,1,0,STRUCTURE_UP,1,0,1490,IN_VALUE,6,2,-0.14,PREMIUM,0.95,PREMIUM,0.85,REGIME_STABLE_BULL,0.0,3.0,0,0
7119,2024-08-08,0,0.0,-1,0,MIXED_DECLINE,1.8,0.6,0.57,0,3,ACCEPTED_ABOVE_RES,4,4,0,STRUCTURE_RANGE,1,0,1496,ACCEPTING_ABOVE_VALUE,5,6,1.25,PREMIUM,0.81,EQUILIBRIUM,0.47,REGIME_STABLE_BULL,-0.167,2.0,0,0
7129,2024-08-12,0,0.0,-1,0,MIXED_DECLINE,1.27,0.42,0.7,0,3,BROKE_SUPPORT,0,0,9,STRUCTURE_UP,0,0,1498,ACCEPTING_ABOVE_VALUE,11,3,0.52,PREMIUM,0.96,EQUILIBRIUM,0.62,REGIME_STABLE_BULL,0.0,3.0,0,0
7149,2024-08-15,1,0.42,0,0,MIXED_DECLINE,3.44,0.57,1.03,1,6,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1502,BELOW_VALUE_REJECTED,6,4,-0.9,DISCOUNT,0.26,PREMIUM,0.72,REGIME_STABLE_BULL,0.167,2.0,0,0
7232,2024-09-04,1,0.14,0,0,MIXED_DECLINE,3.33,0.55,1.45,2,6,ACCEPTED_ABOVE_RES,2,2,0,STRUCTURE_DOWN,0,0,1522,BELOW_VALUE_REJECTED,2,7,-1.14,DISCOUNT,0.18,PREMIUM,0.67,REGIME_STABLE_BULL,-0.167,2.0,0,0
7253,2024-09-09,0,0.0,-1,0,FLUSH_V,3.67,3.67,2.93,0,1,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1527,ACCEPTING_ABOVE_VALUE,6,5,0.85,EQUILIBRIUM,0.48,PREMIUM,0.76,REGIME_STABLE_BULL,-0.167,2.0,0,0
7408,2024-10-15,0,0.0,-1,1,MIXED_DECLINE,2.26,0.45,0.85,0,5,BROKE_SUPPORT,0,1,4,STRUCTURE_RANGE,0,0,1559,ACCEPTING_ABOVE_VALUE,9,1,1.05,PREMIUM,0.9,PREMIUM,0.84,REGIME_STABLE_BULL,0.0,2.0,0,0
7426,2024-10-18,0,0.0,-1,1,FLUSH_V,1.74,1.74,1.31,0,1,ACCEPTED_ABOVE_RES,8,1,4,STRUCTURE_UP,1,0,1561,ACCEPTING_ABOVE_VALUE,12,0,0.29,PREMIUM,0.94,PREMIUM,0.95,REGIME_IMPROVING,0.333,3.0,0,0
7454,2024-10-25,0,0.0,-1,0,MIXED_DECLINE,2.08,0.42,0.73,3,5,ACCEPTED_ABOVE_RES,4,2,0,STRUCTURE_DOWN,0,0,1566,BELOW_VALUE_REJECTED,6,6,-0.71,DISCOUNT,0.25,PREMIUM,0.76,REGIME_STABLE_BULL,0.0,3.0,0,0
7509,2024-11-07,0,0.0,-1,0,GRIND_DOWN,4.84,0.54,2.11,0,9,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,1577,ACCEPTING_ABOVE_VALUE,4,3,1.13,EQUILIBRIUM,0.46,EQUILIBRIUM,0.48,REGIME_DETERIORATING,-0.333,1.0,0,0
7549,2024-11-18,0,0.0,-1,0,MIXED_DECLINE,1.37,0.46,0.74,1,3,ACCEPTED_ABOVE_RES,6,2,1,STRUCTURE_RANGE,1,0,1584,IN_VALUE,4,6,0.28,EQUILIBRIUM,0.6,DISCOUNT,0.19,REGIME_STABLE_BULL,-0.167,1.0,0,1
7569,2024-11-21,0,0.0,-1,0,MIXED_DECLINE,1.78,0.59,0.74,1,3,ACCEPTED_ABOVE_RES,19,0,3,STRUCTURE_RANGE,1,0,1585,IN_VALUE,10,1,0.33,PREMIUM,0.9,EQUILIBRIUM,0.51,REGIME_NEUTRAL,0.167,0.0,0,1
7577,2024-11-22,0,0.0,-1,0,MIXED_DECLINE,1.72,0.57,0.74,0,3,ACCEPTED_ABOVE_RES,19,0,0,STRUCTURE_RANGE,1,0,1585,ACCEPTING_ABOVE_VALUE,9,1,1.62,PREMIUM,0.99,PREMIUM,0.7,REGIME_IMPROVING,0.333,2.0,0,1
7662,2024-12-12,1,0.02,2,0,FLUSH_V,3.32,0.83,1.22,0,4,BROKE_SUPPORT,0,0,2,STRUCTURE_UP,0,0,1604,IN_VALUE,9,3,0.07,EQUILIBRIUM,0.42,PREMIUM,0.79,REGIME_IMPROVING,0.333,3.0,0,0
7710,2024-12-26,0,0.0,-1,0,MIXED_DECLINE,1.21,0.4,0.76,1,3,ACCEPTED_ABOVE_RES,6,1,3,STRUCTURE_RANGE,1,0,1614,IN_VALUE,6,2,0.08,PREMIUM,0.77,DISCOUNT,0.3,REGIME_DETERIORATING,-0.333,-3.0,0,1
7731,2024-12-31,0,0.0,-1,0,FLUSH_V,2.89,0.96,1.59,0,3,ACCEPTED_ABOVE_RES,4,2,0,STRUCTURE_DOWN,0,0,1620,ACCEPTING_ABOVE_VALUE,5,6,1.51,PREMIUM,0.67,DISCOUNT,0.3,REGIME_NEUTRAL,0.0,-1.0,0,0
7765,2025-01-09,0,0.0,-1,0,MIXED_DECLINE,1.79,0.0,0.0,0,0,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1625,ACCEPTING_ABOVE_VALUE,8,0,0.41,PREMIUM,0.96,EQUILIBRIUM,0.59,REGIME_IMPROVING,0.5,2.0,0,0
7797,2025-01-16,0,0.0,-1,1,MIXED_DECLINE,1.32,0.66,1.01,1,2,ACCEPTED_ABOVE_RES,11,1,1,STRUCTURE_RANGE,1,0,1631,IN_VALUE,9,5,-0.29,PREMIUM,0.86,PREMIUM,0.93,REGIME_IMPROVING,0.333,3.0,0,0
7816,2025-01-21,0,0.0,-1,1,MIXED_DECLINE,2.94,0.37,0.8,0,8,ACCEPTED_ABOVE_RES,3,3,0,STRUCTURE_UP,1,0,1633,ACCEPTING_ABOVE_VALUE,7,4,1.75,PREMIUM,0.98,PREMIUM,0.99,REGIME_STABLE_BULL,0.0,3.0,0,0
7838,2025-01-27,0,0.0,-1,0,MIXED_DECLINE,2.79,0.56,1.55,1,5,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1636,IN_VALUE,3,3,-0.46,DISCOUNT,0.31,PREMIUM,0.82,REGIME_STABLE_BULL,0.0,3.0,0,0
7869,2025-02-03,0,0.0,-1,0,FLUSH_V,2.74,0.91,1.87,1,3,ACCEPTED_ABOVE_RES,2,0,4,STRUCTURE_UP,1,0,1642,ACCEPTING_ABOVE_VALUE,7,3,2.0,PREMIUM,0.89,PREMIUM,0.96,REGIME_STABLE_BULL,0.167,3.0,0,0
7902,2025-02-11,0,0.0,-1,1,MIXED_DECLINE,2.68,0.45,0.97,1,6,ACCEPTED_ABOVE_RES,7,1,1,STRUCTURE_UP,1,0,1647,IN_VALUE,6,4,-0.04,PREMIUM,0.77,PREMIUM,0.91,REGIME_STABLE_BULL,0.0,3.0,0,0
7924,2025-02-14,0,0.0,-1,0,FLUSH_V,4.3,1.43,1.74,3,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_DOWN,0,0,1651,BELOW_VALUE_REJECTED,7,4,-3.44,DISCOUNT,0.25,PREMIUM,0.76,REGIME_STABLE_BULL,0.0,3.0,0,0
7933,2025-02-18,0,0.0,-1,0,MIXED_DECLINE,1.03,0.26,0.52,1,4,ACCEPTED_ABOVE_RES,10,1,0,STRUCTURE_RANGE,1,0,1653,IN_VALUE,5,3,0.21,EQUILIBRIUM,0.55,PREMIUM,0.87,REGIME_DETERIORATING,-0.333,1.0,0,0
7943,2025-02-19,0,0.0,-1,0,FLUSH_V,2.28,1.14,1.62,0,2,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1655,ACCEPTING_ABOVE_VALUE,7,1,0.62,PREMIUM,0.91,PREMIUM,0.97,REGIME_STABLE_BULL,0.0,3.0,0,0
7993,2025-03-04,0,0.0,-1,1,GRIND_DOWN,4.94,0.49,1.21,0,10,HOLDING_SUPPORT,0,1,0,STRUCTURE_DOWN,0,0,1667,ACCEPTING_ABOVE_VALUE,6,3,1.24,PREMIUM,0.93,PREMIUM,0.72,REGIME_STABLE_BULL,0.167,3.0,0,0
8080,2025-03-24,0,0.0,-1,0,FLUSH_V,3.49,0.87,1.47,0,4,REJECTED_AT_RES,1,3,0,STRUCTURE_DOWN,0,0,1686,BELOW_VALUE_REJECTED,2,9,-0.57,DISCOUNT,0.22,PREMIUM,0.8,REGIME_DETERIORATING,-0.333,1.0,0,0
8095,2025-03-27,0,0.0,-1,1,MIXED_DECLINE,1.61,0.8,0.94,0,2,REJECTED_AT_RES,1,3,3,STRUCTURE_RANGE,1,0,1691,ACCEPTING_ABOVE_VALUE,6,3,0.84,PREMIUM,0.97,PREMIUM,0.91,REGIME_DETERIORATING,-0.333,1.0,0,0
8111,2025-03-31,0,0.0,-1,0,FLUSH_V,1.65,1.65,1.55,0,1,HOLDING_SUPPORT,1,0,0,STRUCTURE_UP,1,0,1692,ACCEPTING_ABOVE_VALUE,10,0,0.4,PREMIUM,0.98,PREMIUM,1.03,REGIME_STABLE_BULL,0.167,3.0,0,0
8133,2025-04-04,0,0.0,-1,0,GRIND_DOWN,4.3,0.43,1.73,5,10,HOLDING_SUPPORT,0,0,1,STRUCTURE_RANGE,0,0,1698,BELOW_VALUE_REJECTED,2,7,-2.35,DISCOUNT,0.07,EQUILIBRIUM,0.51,REGIME_STABLE_BULL,0.0,1.0,0,0
8149,2025-04-09,0,0.0,-1,0,MIXED_DECLINE,1.64,0.55,0.83,0,3,ACCEPTED_ABOVE_RES,8,2,0,STRUCTURE_DOWN,0,0,1702,ACCEPTING_ABOVE_VALUE,4,8,0.89,EQUILIBRIUM,0.49,EQUILIBRIUM,0.53,REGIME_STABLE_BULL,-0.167,2.0,0,0
8157,2025-04-10,0,0.0,-1,0,MIXED_DECLINE,1.5,0.5,0.83,0,3,ACCEPTED_ABOVE_RES,9,1,0,STRUCTURE_RANGE,1,0,1703,ACCEPTING_ABOVE_VALUE,8,4,1.32,PREMIUM,0.94,PREMIUM,0.94,REGIME_STABLE_BULL,0.167,3.0,0,0
8200,2025-04-22,0,0.0,-1,0,FLUSH_V,3.5,1.17,1.7,4,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1709,BELOW_VALUE_REJECTED,7,5,-1.8,EQUILIBRIUM,0.45,PREMIUM,0.78,REGIME_STABLE_BULL,0.0,3.0,0,0
8216,2025-04-25,0,0.0,-1,0,MIXED_DECLINE,2.56,0.85,1.03,4,3,ACCEPTED_ABOVE_RES,4,1,0,STRUCTURE_RANGE,0,0,1712,IN_VALUE,3,7,-0.53,DISCOUNT,0.1,EQUILIBRIUM,0.6,REGIME_STABLE_BULL,-0.167,2.0,0,0
8236,2025-04-30,1,1.23,2,0,GRIND_DOWN,3.24,0.32,0.78,2,10,BROKE_SUPPORT,0,0,6,STRUCTURE_UP,0,1,1717,BELOW_VALUE_REJECTED,3,6,-0.66,DISCOUNT,0.25,EQUILIBRIUM,0.61,REGIME_STABLE_BULL,-0.167,2.0,0,0
8277,2025-05-09,0,0.0,-1,0,MIXED_DECLINE,3.82,0.64,1.17,0,6,REJECTED_AT_RES,1,2,0,STRUCTURE_DOWN,0,0,1723,IN_VALUE,5,7,0.44,EQUILIBRIUM,0.41,EQUILIBRIUM,0.63,REGIME_STABLE_BULL,0.0,1.0,0,0
8338,2025-05-23,0,0.0,-1,1,FLUSH_V,2.81,0.94,1.31,1,3,ACCEPTED_ABOVE_RES,2,1,0,STRUCTURE_UP,1,0,1733,IN_VALUE,5,2,1.5,PREMIUM,0.93,PREMIUM,0.76,REGIME_STABLE_BULL,0.167,1.0,0,0
8357,2025-05-28,1,0.37,1,0,FLUSH_V,3.45,0.86,1.67,4,4,ACCEPTED_ABOVE_RES,7,2,1,STRUCTURE_DOWN,0,0,1738,IN_VALUE,1,5,-0.24,DISCOUNT,0.16,EQUILIBRIUM,0.46,REGIME_DETERIORATING,-0.5,1.0,0,0
8371,2025-06-02,0,0.0,-1,0,MIXED_DECLINE,2.63,0.44,0.83,0,6,HOLDING_SUPPORT,1,0,1,STRUCTURE_UP,1,0,1741,ACCEPTING_ABOVE_VALUE,5,4,1.49,PREMIUM,0.91,PREMIUM,0.73,REGIME_STABLE_BULL,-0.167,1.0,0,0
